query	subject	evalue	coverage	pratio	score	qLen	sLen	qCoverage	sCoverage	defLine
Gorai.007G322500.1	AT3G15355.1	1e-138	0.454328832406672	1.06732348111658	408	650	609	0.441538461538462	0.469622331691297	ubiquitin-conjugating enzyme 25
Gorai.004G029400.1	AT5G53860.4	0.0	0.95800227014756	0.919389978213508	697	422	459	1	1	embryo defective 2737
Gorai.001G074100.1	AT5G62640.3	1e-111	0.981167608286252	0.966666666666667	332	522	540	0.998084291187739	0.998148148148148	proline-rich family protein
Gorai.006G034800.1	AT3G01640.1	0.0	0.986263736263736	1.01104972375691	603	366	362	0.980874316939891	0.99171270718232	glucuronokinase G
Gorai.001G039300.1	AT3G25970.1	0.0	0.956951305575159	1.02139800285307	850	716	701	0.946927374301676	0.970042796005706	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.005G117600.1	AT1G71310.2	5e-87	0.797720797720798	0.994318181818182	250	175	176	0.817142857142857	0.795454545454545	cobalt ion binding
Gorai.001G064100.1	AT5G50200.3	8e-68	0.924485125858124	1.08095238095238	204	227	210	0.889867841409692	0.990476190476191	nitrate transmembrane transporters
Gorai.006G014000.1	AT3G29090.1	0.0	0.995260663507109	0.996845425867508	559	316	317	0.996835443037975	0.993690851735016	pectin methylesterase 31
Gorai.006G178000.1	AT3G09600.1	1e-147	0.923076923076923	1.00671140939597	412	300	298	0.923333333333333	0.926174496644295	Homeodomain-like superfamily protein
Gorai.008G243400.1	AT4G22990.2	0.0	0.997852541159628	0.995714285714286	1175	697	700	1	1	Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein
Gorai.002G253200.1	AT3G09520.1	0.0	0.954113924050633	1.01273885350318	691	636	628	0.952830188679245	0.960191082802548	exocyst subunit exo70 family protein H4
Gorai.009G228700.1	AT1G58250.2	0.0	0.995649706828069	0.991337099811676	3523	2632	2655	1	1	Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain
Gorai.002G089200.1	AT4G26965.1	7e-78	0.980609418282548	0.96195652173913	228	177	184	1	1	NADH:ubiquinone oxidoreductase, 17.2kDa subunit
Gorai.004G019600.1	AT4G12620.1	0.0	0.777967064168086	1.16605166051661	1033	948	813	0.727848101265823	0.842558425584256	origin of replication complex 1B
Gorai.010G153800.1	AT1G28240.1	0.0	0.871575342465753	1.01032702237522	784	587	581	0.879045996592845	0.876075731497418	Protein of unknown function (DUF616)
Gorai.001G027600.1	AT5G11530.1	8e-53	0.601242236024845	1.20346715328467	199	1319	1096	0.595147839272176	0.662408759124088	embryonic flower 1 (EMF1)
Gorai.004G254100.1	AT5G17620.1	1e-164	0.738944365192582	1.1306990881459	457	372	329	0.696236559139785	0.787234042553192	
Gorai.011G088900.1	AT5G16860.1	0.0	0.960237388724036	0.982352941176471	1008	835	850	0.968862275449102	0.98	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.010G222400.1	AT1G80840.1	1e-101	0.882165605095541	1.0794701986755	296	326	302	0.849693251533742	0.956953642384106	WRKY DNA-binding protein 40
Gorai.008G060600.1	AT1G13690.1	1e-103	0.911174785100286	0.971751412429379	291	172	177	0.924418604651163	0.898305084745763	ATPase E1
Gorai.002G216900.1	AT1G09800.1	0.0	0.960544217687075	0.975806451612903	515	363	372	0.977961432506887	0.948924731182796	Pseudouridine synthase family protein
Gorai.003G001500.1	AT3G51470.1	0.0	0.96505376344086	1.06094182825485	562	383	361	0.994778067885117	0.994459833795014	Protein phosphatase 2C family protein
Gorai.009G155000.1	AT4G18335.1	5e-17	0.835526315789474	0.853658536585366	70.5	140	164	0.907142857142857	0.914634146341463	
Gorai.003G030000.1	AT5G67510.1	3e-95	1	1	270	146	146	1	1	Translation protein SH3-like family protein
Gorai.006G124700.1	AT5G19473.1	5e-27	0.811881188118812	1.04040404040404	93.9	103	99	0.796116504854369	0.919191919191919	RPM1-interacting protein 4 (RIN4) family protein
Gorai.008G178800.1	AT1G13970.1	0.0	0.979838709677419	0.968253968253968	523	488	504	0.995901639344262	0.998015873015873	Protein of unknown function (DUF1336)
Gorai.005G207300.1	AT4G03260.1	0.0	0.986121256391527	1.02215657311669	604	692	677	0.997109826589595	0.997045790251108	Outer arm dynein light chain 1 protein
Gorai.008G256600.1	AT4G10850.1	1e-111	0.96484375	0.984496124031008	318	254	258	0.97244094488189	0.984496124031008	Nodulin MtN3 family protein
Gorai.007G069800.1	AT2G42870.1	2e-21	0.418604651162791	1.1864406779661	80.9	140	118	0.385714285714286	0.457627118644068	phy rapidly regulated 1
Gorai.012G067800.1	AT2G20530.1	1e-169	0.991304347826087	1.01048951048951	468	289	286	1	0.996503496503496	prohibitin 6
Gorai.007G201600.1	AT3G47840.1	0.0	0.713746630727763	1.62747875354108	777	1149	706	0.57615317667537	0.949008498583569	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.005G070800.1	AT5G04070.1	1e-152	0.963165075034106	1.04178272980501	428	374	359	0.951871657754011	0.983286908077994	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.003G114600.1	AT5G51520.1	3e-46	0.911694510739857	1.05392156862745	148	215	204	0.888372093023256	0.975490196078431	Plant invertase/pectin methylesterase inhibitor superfamily protein
Gorai.006G180200.1	AT5G01160.1	1e-121	0.786570743405276	1.31666666666667	352	474	360	0.753164556962025	0.911111111111111	RING/U-box superfamily protein
Gorai.004G022500.1	AT2G07050.1	0.0	0.99670836076366	1.00131752305665	1352	760	759	0.996052631578947	0.997364953886693	cycloartenol synthase 1
Gorai.007G198400.1	AT4G36280.1	0.0	0.714285714285714	0.968051118210863	650	606	626	0.731023102310231	0.702875399361022	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Gorai.009G262600.1	AT5G24670.2	1e-137	0.966952264381885	1.02227722772277	392	413	404	0.983050847457627	0.977722772277228	Cytidine/deoxycytidylate deaminase family protein
Gorai.008G295200.1	AT5G62810.1	1e-156	0.932432432432432	1.04339250493097	448	529	507	0.956521739130435	0.952662721893491	peroxin 14
Gorai.013G125700.1	AT5G27710.1	1e-154	0.975975975975976	0.988059701492537	431	331	335	0.981873111782477	0.988059701492537	
Gorai.003G021900.1	AT5G66816.1	7e-10	0.409090909090909	1.61386138613861	51.7	163	101	0.441717791411043	0.534653465346535	
Gorai.009G433200.1	AT4G27410.3	1e-134	0.954268292682927	1.08917197452229	379	342	314	0.964912280701754	0.996815286624204	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
Gorai.009G289000.1	AT1G35560.1	5e-89	0.753280839895013	1.23460410557185	267	421	341	0.762470308788599	0.841642228739003	TCP family transcription factor
Gorai.009G450900.1	AT5G55950.1	0.0	0.968314321926489	0.982412060301508	597	391	398	0.976982097186701	0.969849246231156	Nucleotide/sugar transporter family protein
Gorai.009G071400.1	AT1G73730.1	0.0	0.962328767123288	1.05996472663139	560	601	567	0.960066555740433	0.991181657848324	ETHYLENE-INSENSITIVE3-like 3
Gorai.004G266800.1	AT5G16940.1	1e-71	0.978102189781022	1.02962962962963	209	139	135	0.964028776978417	0.992592592592593	carbon-sulfur lyases
Gorai.011G125800.1	AT3G08610.1	4e-33	0.961240310077519	0.984615384615385	107	64	65	0.96875	0.953846153846154	
Gorai.002G096500.1	AT5G55570.1	2e-44	0.96113074204947	0.979020979020979	140	140	143	0.978571428571429	0.951048951048951	
Gorai.001G039200.1	AT2G24800.1	1e-154	0.895522388059702	1.03647416413374	432	341	329	0.879765395894428	0.914893617021277	Peroxidase superfamily protein
Gorai.010G069900.1	AT4G13270.1	3e-83	0.907865168539326	1.06976744186047	244	230	215	0.943478260869565	0.93953488372093	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Gorai.012G023300.1	AT5G26710.1	0.0	0.983402489626556	1.01112656467316	1121	727	719	0.980742778541953	0.988873435326843	Glutamyl/glutaminyl-tRNA synthetase, class Ic
Gorai.009G134900.1	AT1G52230.1	8e-81	0.996539792387543	0.993103448275862	233	144	145	1	1	photosystem I subunit H2
Gorai.007G246100.1	AT4G39470.1	1e-120	0.839541547277937	1.04692082111437	345	357	341	0.901960784313726	0.859237536656892	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.003G158500.1	AT4G23330.1	9e-38	0.47926267281106	0.607407407407407	127	164	270	0.658536585365854	0.385185185185185	
Gorai.011G132900.1	AT5G10460.1	1e-168	0.962843295638126	1.02287581699346	465	313	306	0.952076677316294	0.973856209150327	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Gorai.013G049900.1	AT1G49890.1	0.0	0.847842543527631	1.00455235204856	587	662	659	0.845921450151057	0.867981790591806	Family of unknown function (DUF566)
Gorai.006G150300.1	AT3G52480.1	4e-20	0.824074074074074	1.06698564593301	81.8	223	209	0.798206278026906	0.894736842105263	
Gorai.004G017200.1	AT1G55280.1	1e-123	0.974811083123426	1.03589743589744	355	404	390	0.982673267326733	0.992307692307692	Lipase/lipooxygenase, PLAT/LH2 family protein
Gorai.007G079300.1	AT5G39660.1	1e-112	0.936213991769547	1.12691466083151	333	515	457	0.990291262135922	0.99562363238512	cycling DOF factor 2
Gorai.002G003400.1	AT4G34960.1	1e-129	0.995535714285714	1	361	224	224	0.995535714285714	0.995535714285714	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
Gorai.003G123700.1	AT1G07290.1	0.0	0.974025974025974	1.05333333333333	531	395	375	1	1	golgi nucleotide sugar transporter 2
Gorai.008G197900.1	AT5G07960.1	1e-61	0.990654205607477	1	182	107	107	0.990654205607477	0.990654205607477	
Gorai.013G187500.1	AT5G28490.1	5e-84	0.725888324873096	1.07368421052632	244	204	190	0.700980392156863	0.757894736842105	Protein of unknown function (DUF640)
Gorai.009G110100.1	AT2G28050.1	1e-136	0.983853606027987	1.01082251082251	393	467	462	0.987152034261242	0.989177489177489	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.008G212700.1	AT1G69940.1	1e-148	0.948228882833787	1.03324099722992	417	373	361	0.943699731903485	0.96398891966759	Pectin lyase-like superfamily protein
Gorai.004G042400.1	AT4G00720.1	0.0	0.990435706695005	0.99364406779661	790	469	472	0.997867803837953	0.98728813559322	shaggy-like protein kinase 32
Gorai.005G174900.1	AT1G13170.2	0.0	0.952092177077016	0.970131421744325	1238	812	837	0.966748768472906	0.978494623655914	OSBP(oxysterol binding protein)-related protein 1D
Gorai.004G234700.1	AT2G30270.1	3e-47	0.842377260981912	1.12637362637363	150	205	182	0.829268292682927	0.895604395604396	Protein of unknown function (DUF567)
Gorai.006G049700.1	AT5G23940.1	0.0	0.927879440258342	0.919421487603306	612	445	484	0.968539325842697	0.927685950413223	HXXXD-type acyl-transferase family protein
Gorai.005G132000.1	AT3G18000.1	0.0	0.984771573604061	1.0061099796334	865	494	491	0.981781376518219	0.987780040733198	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.012G012000.1	AT4G24490.1	0.0	0.985443959243086	1.02654867256637	781	696	678	1	0.998525073746313	RAB geranylgeranyl transferase alpha subunit 1
Gorai.007G272100.1	AT1G61566.1	4e-09	0.979865771812081	0.986666666666667	46.9	74	75	0.986486486486487	1	ralf-like 9
Gorai.009G083100.1	AT3G44220.1	1e-101	0.990384615384615	1.01941747572816	288	210	206	0.985714285714286	1	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Gorai.009G071800.1	AT5G12900.1	0.0	0.956904133685136	1.02313167259786	603	575	562	0.946086956521739	0.97508896797153	
Gorai.007G248700.1	AT2G33580.1	0.0	0.973013493253373	1.00903614457831	650	670	664	0.971641791044776	0.977409638554217	Protein kinase superfamily protein
Gorai.013G237200.1	AT3G48480.1	3e-89	0.875	0.986577181208054	263	294	298	0.884353741496599	0.869127516778524	Cysteine proteinases superfamily protein
Gorai.011G094200.1	AT1G02680.1	1e-60	0.834645669291339	1.01587301587302	181	128	126	0.859375	0.841269841269841	TBP-associated factor 13
Gorai.002G113200.1	AT1G20870.1	2e-45	0.426229508196721	0.317494600431965	150	147	463	0.884353741496599	0.280777537796976	HSP20-like chaperones superfamily protein
Gorai.011G150000.1	AT5G40240.2	1e-130	0.930939226519337	0.895287958115183	371	342	382	0.985380116959064	0.916230366492147	nodulin MtN21 /EamA-like transporter family protein
Gorai.011G166100.1	AT3G06010.1	0.0	0.98826714801444	1.01088929219601	1485	1114	1102	0.987432675044883	0.993647912885662	Homeotic gene regulator
Gorai.007G275200.1	AT5G28910.2	0.0	0.951024042742654	1.09906542056075	726	588	535	0.993197278911565	0.998130841121495	
Gorai.005G044100.1	AT3G22600.1	4e-54	0.952941176470588	1	166	170	170	0.964705882352941	0.952941176470588	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Gorai.004G068600.1	AT1G28710.1	1e-126	0.949640287769784	1.04411764705882	359	355	340	0.974647887323944	0.970588235294118	Nucleotide-diphospho-sugar transferase family protein
Gorai.009G203600.1	AT1G75140.1	0.0	0.886346300533944	1.12479740680713	713	694	617	0.854466858789625	0.941653160453809	
Gorai.008G142900.1	AT1G02730.1	0.0	0.996178343949045	0.994072819644369	1948	1174	1181	0.999148211243612	1	cellulose synthase-like D5
Gorai.012G065200.1	AT5G14460.1	0.0	0.936251189343482	0.946296296296296	675	511	540	0.962818003913894	0.987037037037037	Pseudouridine synthase family protein
Gorai.004G098600.1	AT4G04614.1	2e-46	0.722543352601156	0.965909090909091	147	170	176	0.735294117647059	0.710227272727273	
Gorai.006G188800.1	AT5G63000.1	1e-112	0.995049504950495	1.00995024875622	316	203	201	1	1	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Gorai.013G252000.1	AT2G13540.1	0.0	0.985981308411215	1.0188679245283	1300	864	848	0.993055555555556	0.995283018867924	ARM repeat superfamily protein
Gorai.012G070400.1	AT2G39650.1	1e-112	0.919732441471572	1.05498281786942	322	307	291	0.908794788273616	0.945017182130584	Protein of unknown function (DUF506)
Gorai.013G216900.1	AT2G32060.1	2e-64	0.865248226950355	0.958333333333333	191	138	144	0.884057971014493	0.847222222222222	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Gorai.004G114000.1	AT3G48160.2	1e-145	0.939086294416244	0.955334987593052	413	385	403	0.961038961038961	0.923076923076923	DP-E2F-like 1
Gorai.007G344500.1	AT5G27990.1	1e-43	0.934383202099738	1.07065217391304	141	197	184	0.974619289340102	0.967391304347826	Pre-rRNA-processing protein TSR2, conserved region
Gorai.004G200900.1	AT1G12250.1	1e-130	0.994671403197158	1.01071428571429	366	283	280	1	1	Pentapeptide repeat-containing protein
Gorai.006G232500.1	AT3G59780.1	0.0	0.974588938714499	0.950437317784257	652	652	686	1	1	Rhodanese/Cell cycle control phosphatase superfamily protein
Gorai.009G113800.1	AT2G30300.1	1e-149	0.942398489140699	1.118	429	559	500	0.987477638640429	0.998	Major facilitator superfamily protein
Gorai.004G206000.1	AT4G22890.1	1e-177	0.981818181818182	1.03703703703704	490	336	324	0.973214285714286	1	PGR5-LIKE A
Gorai.013G183600.1	AT5G16750.1	0.0	0.98919840818647	1.00799086757991	1268	883	876	0.986409966024915	0.993150684931507	Transducin family protein / WD-40 repeat family protein
Gorai.002G074900.1	AT5G54370.1	0.0	0.985380116959064	1.02967359050445	534	347	337	0.971181556195965	1	Late embryogenesis abundant (LEA) protein-related
Gorai.010G202900.1	AT3G12360.1	0.0	0.885895404120444	1.13898305084746	942	672	590	0.831845238095238	0.947457627118644	Ankyrin repeat family protein
Gorai.006G128200.1	AT5G12480.1	0.0	0.99249530956848	0.992523364485981	948	531	535	0.99623352165725	0.992523364485981	calmodulin-domain protein kinase 7
Gorai.003G016500.1	AT4G36710.1	0.0	0.887144259077527	1.09670781893004	528	533	486	0.848030018761726	0.946502057613169	GRAS family transcription factor
Gorai.004G240500.1	AT1G09020.1	0.0	0.991718426501035	0.983572895277207	770	479	487	1	1	homolog of yeast sucrose nonfermenting 4
Gorai.002G266400.1	AT3G08780.1	1e-111	0.979133226324238	0.990415335463259	320	310	313	0.983870967741935	0.990415335463259	
Gorai.009G296000.1	AT2G38750.1	1e-101	0.972972972972973	0.971786833855799	294	310	319	0.987096774193548	0.990595611285266	annexin 4
Gorai.011G175400.1	AT2G44860.1	4e-83	0.972477064220184	1.05660377358491	240	168	159	1	1	Ribosomal protein L24e family protein
Gorai.005G194900.1	AT5G13140.1	2e-63	0.646924829157175	0.644194756554307	192	172	267	0.825581395348837	0.543071161048689	Pollen Ole e 1 allergen and extensin family protein
Gorai.009G026400.1	AT1G11320.1	1e-121	0.981992797118848	0.964622641509434	351	409	424	1	1	
Gorai.007G297700.1	AT1G55040.1	0.0	0.791208791208791	1.03651354534747	610	880	849	0.847727272727273	0.80565371024735	zinc finger (Ran-binding) family protein
Gorai.002G105300.1	AT3G12870.1	1e-111	0.980392156862745	0.980582524271845	313	202	206	0.99009900990099	0.985436893203884	
Gorai.004G188100.1	AT4G18010.1	0.0	0.973312401883831	0.972136222910217	690	628	646	0.987261146496815	1	myo-inositol polyphosphate 5-phosphatase 2
Gorai.003G134200.1	AT5G59305.1	7e-08	0.573099415204678	1.25	44.4	95	76	0.526315789473684	0.644736842105263	
Gorai.006G185700.1	AT5G01660.1	0.0	0.938271604938272	1.09908536585366	655	721	656	0.927877947295423	0.984756097560976	
Gorai.012G131200.1	AT2G20820.2	8e-17	0.541871921182266	0.990196078431373	67.7	101	102	0.544554455445545	0.568627450980392	
Gorai.012G150600.1	AT4G33960.1	8e-06	0.594594594594595	1.2089552238806	38.4	81	67	0.54320987654321	0.701492537313433	
Gorai.007G068500.1	AT1G28190.1	1e-46	0.671641791044776	1.01503759398496	152	270	266	0.666666666666667	0.710526315789474	
Gorai.009G317500.1	AT4G10720.1	2e-95	0.87737843551797	1.12584269662921	288	501	445	0.87624750499002	0.932584269662921	Ankyrin repeat family protein
Gorai.004G069600.1	AT4G26160.1	6e-84	0.640350877192982	1.06334841628959	246	235	221	0.621276595744681	0.660633484162896	atypical CYS  HIS rich thioredoxin 1
Gorai.001G068000.1	AT3G18230.1	1e-106	0.717407686510927	0.992492492492492	327	661	666	0.720121028744327	0.726726726726727	Octicosapeptide/Phox/Bem1p family protein
Gorai.004G090300.1	AT3G05560.1	5e-69	1	1	202	124	124	1	1	Ribosomal L22e protein family
Gorai.013G140800.1	AT1G22700.1	1e-124	0.823343848580442	1.1063122923588	354	333	301	0.783783783783784	0.877076411960133	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.008G233900.1	AT5G47430.1	0.0	0.97254004576659	0.959641255605381	812	856	892	0.992990654205608	1	DWNN domain, a CCHC-type zinc finger
Gorai.009G006400.1	AT5G57560.1	1e-165	0.97212543554007	1.02112676056338	457	290	284	0.96551724137931	0.982394366197183	Xyloglucan endotransglucosylase/hydrolase family protein
Gorai.007G043700.1	AT4G24972.1	2e-53	0.988505747126437	0.977272727272727	165	172	176	1	1	tapetum determinant 1
Gorai.002G160300.1	AT2G36630.1	0.0	0.981501632208923	1.00217864923747	635	460	459	0.995652173913044	0.982570806100218	Sulfite exporter TauE/SafE family protein
Gorai.004G018800.1	AT3G20860.1	1e-179	0.66079295154185	1.12646370023419	502	481	427	0.623700623700624	0.704918032786885	NIMA-related kinase 5
Gorai.006G195500.1	AT1G18440.1	1e-122	0.734545454545455	0.909722222222222	345	262	288	0.770992366412214	0.701388888888889	Peptidyl-tRNA hydrolase family protein
