PACid	species	locusName	transcriptName	proteinName	PFAM	PFAM_DEF	PANTHER	PANTHER_DEF	KOG	KOG_DEF	EC	EC_DEF	KEGG	KEGG_DEF	GO	GO_DEF	PATHWAY	PATHWAY_DEF	alias	defLine
PAC:26799486	G. raimondii	Gorai.003G030800	Gorai.003G030800.1	Gorai.003G030800.1	PF00249; PF00538	PF00538 - linker histone H1 and H5 family; PF00249 - Myb-like DNA-binding domain	PTHR21717:SF27; PTHR21717	PTHR21717 - TELOMERIC REPEAT BINDING PROTEIN; PTHR21717:SF27 - TELOMERE REPEAT-BINDING FACTOR 2-RELATED					K09422	K09422 - ""	GO:0003677; GO:0005634; GO:0000786; GO:0006334	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0006334 - The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 3) PTHR21717:SF27 - TELOMERE REPEAT-BINDING FACTOR 2-RELATED
PAC:26775291	G. raimondii	Gorai.004G005600	Gorai.004G005600.1	Gorai.004G005600.1	PF15511	PF15511 - Centromere kinetochore component CENP-T histone fold	PTHR10484	PTHR10484 - HISTONE H4	KOG3467	KOG3467 - Histone H4			K11254	K11254 - histone H4	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 17) K11254 - histone H4 (H4)
PAC:26758736	G. raimondii	Gorai.010G118000	Gorai.010G118000.1	Gorai.010G118000.1			PTHR12663:SF3; PTHR12663	PTHR12663:SF3 - ASPARTYL BETA-HYDROXYLASE N-TERMINAL REGION DOMAIN-CONTAINING PROTEIN-RELATED; PTHR12663 - ANDROGEN INDUCED INHIBITOR OF PROLIFERATION  AS3  / PDS5-RELATED	KOG2992; KOG0431	KOG2992 - Nucleolar GTPase/ATPase p130; KOG0431 - Auxilin-like protein and related proteins containing DnaJ domain	2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0005488	GO:0005488 - The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.				(1 of 3) PTHR12663:SF3 - ASPARTYL BETA-HYDROXYLASE N-TERMINAL REGION DOMAIN-CONTAINING PROTEIN-RELATED
PAC:26813795	G. raimondii	Gorai.008G148100	Gorai.008G148100.1	Gorai.008G148100.1	PF10497; PF02373	PF10497 - Zinc-finger domain of monoamine-oxidase A repressor R1; PF02373 - JmjC domain, hydroxylase	PTHR12549; PTHR12549:SF16	PTHR12549:SF16 - HISTONE H3MK9 DEMETHYLASE; PTHR12549 - JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN					K15601	K15601 - ""	GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 8) K15601 - lysine-specific demethylase 3 [EC:1.14.11.-] (KDM3)
PAC:26812463	G. raimondii	Gorai.011G005400	Gorai.011G005400.1	Gorai.011G005400.1	PF02373; PF02928; PF02375; PF05965; PF05964	PF02375 - jmjN domain; PF05964 - F/Y-rich N-terminus; PF02928 - C5HC2 zinc finger; PF05965 - F/Y rich C-terminus; PF02373 - JmjC domain, hydroxylase	PTHR10694; PTHR10694:SF41	PTHR10694 - JUMONJI DOMAIN CONTAINING PROTEIN; PTHR10694:SF41 - JUMONJI DOMAIN-CONTAINING PROTEIN 18-RELATED	KOG1246	KOG1246 - DNA-binding protein jumonji/RBP2/SMCY, contains JmjC domain			K11446	K11446 - ""	GO:0005634	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.				(1 of 3) K11446 - histone demethylase JARID1 [EC:1.14.11.-] (JARID1)
PAC:26778569	G. raimondii	Gorai.007G073800	Gorai.007G073800.1	Gorai.007G073800.1	PF09273	PF09273 - Rubisco LSMT substrate-binding	PTHR13271; PTHR13271:SF9	PTHR13271:SF9 - SUBFAMILY NOT NAMED; PTHR13271 - UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE	KOG1337	KOG1337 - N-methyltransferase	2.1.1.43; 2.1.1.127	2.1.1.127 - [Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase; 2.1.1.43 - Histone-lysine N-methyltransferase								(1 of 2) PTHR13271//PTHR13271:SF9 - UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE // SUBFAMILY NOT NAMED
PAC:26782818	G. raimondii	Gorai.007G276200	Gorai.007G276200.1	Gorai.007G276200.1	PF02373; PF02928; PF02375; PF05965; PF05964	PF02375 - jmjN domain; PF05964 - F/Y-rich N-terminus; PF02928 - C5HC2 zinc finger; PF05965 - F/Y rich C-terminus; PF02373 - JmjC domain, hydroxylase	PTHR10694; PTHR10694:SF53	PTHR10694:SF53 - SUBFAMILY NOT NAMED; PTHR10694 - JUMONJI DOMAIN CONTAINING PROTEIN	KOG1246	KOG1246 - DNA-binding protein jumonji/RBP2/SMCY, contains JmjC domain			K11446	K11446 - ""	GO:0005634	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.				(1 of 3) K11446 - histone demethylase JARID1 [EC:1.14.11.-] (JARID1)
PAC:26757760	G. raimondii	Gorai.010G084900	Gorai.010G084900.1	Gorai.010G084900.1	PF10198	PF10198 - Histone acetyltransferases subunit 3	PTHR31115; PTHR31115:SF3	PTHR31115 - FAMILY NOT NAMED; PTHR31115:SF3 - EXPRESSED PROTEIN												(1 of 3) PTHR31115:SF3 - EXPRESSED PROTEIN
PAC:26792851	G. raimondii	Gorai.002G242800	Gorai.002G242800.1	Gorai.002G242800.1	PF03066	PF03066 - Nucleoplasmin	PTHR31802:SF5; PTHR31802	PTHR31802:SF5 - HISTONE DEACETYLASE HDT2-RELATED; PTHR31802 - FAMILY NOT NAMED			3.5.1.98	3.5.1.98 - Histone deacetylase								(1 of 5) PTHR31802:SF5 - HISTONE DEACETYLASE HDT2-RELATED
PAC:26779776	G. raimondii	Gorai.007G374600	Gorai.007G374600.1	Gorai.007G374600.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR11064:SF27; PTHR11064	PTHR11064 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED; PTHR11064:SF27 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-2-RELATED	KOG0869	KOG0869 - CCAAT-binding factor, subunit A (HAP3)					GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 5) PTHR11064:SF27 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-2-RELATED
PAC:26830800	G. raimondii	Gorai.006G109300	Gorai.006G109300.1	Gorai.006G109300.1			PTHR31802:SF5; PTHR31802	PTHR31802:SF5 - HISTONE DEACETYLASE HDT2-RELATED; PTHR31802 - FAMILY NOT NAMED			3.5.1.98	3.5.1.98 - Histone deacetylase			GO:0003676; GO:0046872	GO:0003676 - Interacting selectively and non-covalently with any nucleic acid.; GO:0046872 - Interacting selectively and non-covalently with any metal ion.				(1 of 5) PTHR31802:SF5 - HISTONE DEACETYLASE HDT2-RELATED
PAC:26804753	G. raimondii	Gorai.005G042800	Gorai.005G042800.1	Gorai.005G042800.1	PF00628; PF16135	PF00628 - PHD-finger; PF16135 - TPL-binding domain in jasmonate signalling	PTHR24098; PTHR24098:SF9	PTHR24098:SF9 - ACYL-COA N-ACYLTRANSFERASE DOMAIN-CONTAINING PROTEIN-RELATED; PTHR24098 - FAMILY NOT NAMED			2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 5) PTHR24098:SF9 - ACYL-COA N-ACYLTRANSFERASE DOMAIN-CONTAINING PROTEIN-RELATED
PAC:26801367	G. raimondii	Gorai.005G233700	Gorai.005G233700.1	Gorai.005G233700.1			PTHR22850:SF112; PTHR22850	PTHR22850:SF112 - SUBFAMILY NOT NAMED; PTHR22850 - WD40 REPEAT FAMILY	KOG0531; KOG1446	KOG0531 - Protein phosphatase 1, regulatory subunit, and related proteins; KOG1446 - Histone H3 (Lys4) methyltransferase complex and RNA cleavage factor II complex, subunit SWD2					GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 1) KOG0531//KOG1446 - Protein phosphatase 1, regulatory subunit, and related proteins // Histone H3 (Lys4) methyltransferase complex and RNA cleavage factor II complex, subunit SWD2
PAC:26824002	G. raimondii	Gorai.001G061900	Gorai.001G061900.1	Gorai.001G061900.1	PF02373; PF02375	PF02375 - jmjN domain; PF02373 - JmjC domain, hydroxylase	PTHR10694:SF38; PTHR10694	PTHR10694 - JUMONJI DOMAIN CONTAINING PROTEIN; PTHR10694:SF38 - LYSINE-SPECIFIC DEMETHYLASE REF6			1.14.11.27	1.14.11.27 - [Histone H3]-lysine-36 demethylase			GO:0003676; GO:0046872	GO:0003676 - Interacting selectively and non-covalently with any nucleic acid.; GO:0046872 - Interacting selectively and non-covalently with any metal ion.				(1 of 2) PTHR10694:SF38 - LYSINE-SPECIFIC DEMETHYLASE REF6
PAC:26802699	G. raimondii	Gorai.005G050100	Gorai.005G050100.1	Gorai.005G050100.1	PF09340	PF09340 - Histone acetyltransferase subunit NuA4	PTHR13476:SF2; PTHR13476	PTHR13476:SF2 - HISTONE ACETYLTRANSFERASE SUBUNIT NUA4-DOMAIN CONTAINING PROTEIN; PTHR13476 - UNCHARACTERIZED					K11344	K11344 - ""	GO:0003824	GO:0003824 - Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.				(1 of 2) K11344 - chromatin modification-related protein EAF6 (EAF6)
PAC:26780983	G. raimondii	Gorai.007G004600	Gorai.007G004600.1	Gorai.007G004600.1	PF13923; PF02182; PF00097	PF13923 - Zinc finger, C3HC4 type (RING finger); PF00097 - Zinc finger, C3HC4 type (RING finger); PF02182 - SAD/SRA domain	PTHR14140	PTHR14140 - E3 UBIQUITIN-PROTEIN LIGASE UHRF-RELATED			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase	K10638	K10638 - ""	GO:0008270; GO:0005515; GO:0046872; GO:0042393	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0046872 - Interacting selectively and non-covalently with any metal ion.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 4) K10638 - E3 ubiquitin-protein ligase UHRF1 [EC:6.3.2.19] (UHRF1, NP95)
PAC:26810193	G. raimondii	Gorai.011G166100	Gorai.011G166100.1	Gorai.011G166100.1	PF14619; PF00271; PF04851	PF00271 - Helicase conserved C-terminal domain; PF14619 - Snf2-ATP coupling, chromatin remodelling complex; PF04851 - Type III restriction enzyme, res subunit	PTHR10799; PTHR10799:SF640	PTHR10799 - SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED; PTHR10799:SF640 - NUCLEAR PROTEIN STH1/NPS1			3.6.4.12	3.6.4.12 - DNA helicase	K11647	K11647 - ""	GO:0003677; GO:0005524; GO:0042393; GO:0016787	GO:0016787 - Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.; GO:0005524 - Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 1) PTHR10799:SF640 - NUCLEAR PROTEIN STH1/NPS1
PAC:26757955	G. raimondii	Gorai.010G083100	Gorai.010G083100.1	Gorai.010G083100.1	PF12265; PF00400	PF00400 - WD domain, G-beta repeat; PF12265 - Histone-binding protein RBBP4 or subunit C of CAF1 complex	PTHR22850:SF105; PTHR22850	PTHR22850:SF105 - SUBFAMILY NOT NAMED; PTHR22850 - WD40 REPEAT FAMILY	KOG0264	KOG0264 - Nucleosome remodeling factor, subunit CAF1/NURF55/MSI1			K10752	K10752 - ""	GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 2) PTHR22850//PTHR22850:SF105 - WD40 REPEAT FAMILY // SUBFAMILY NOT NAMED
PAC:26781835	G. raimondii	Gorai.007G078500	Gorai.007G078500.1	Gorai.007G078500.1	PF00505; PF03531; PF08512	PF03531 - Structure-specific recognition protein (SSRP1); PF00505 - HMG (high mobility group) box; PF08512 - Histone chaperone Rttp106-like	PTHR13711:SF199; PTHR13711	PTHR13711 - SWI/SNF-RELATED CHROMATIN BINDING PROTEIN; PTHR13711:SF199 - SUBFAMILY NOT NAMED					K09272	K09272 - ""	GO:0003677; GO:0005634	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).				(1 of 2) K09272 - structure-specific recognition protein 1 (SSRP1)
PAC:26776116	G. raimondii	Gorai.004G077200	Gorai.004G077200.1	Gorai.004G077200.1	PF06325	PF06325 - Ribosomal protein L11 methyltransferase (PrmA)	PTHR11006	PTHR11006 - PROTEIN ARGININE N-METHYLTRANSFERASE	KOG1499	KOG1499 - Protein arginine N-methyltransferase PRMT1 and related enzymes	2.1.1.125	2.1.1.125 - Histone-arginine N-methyltransferase			GO:0008168; GO:0006479	GO:0006479 - The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom.; GO:0008168 - Catalysis of the transfer of a methyl group to an acceptor molecule.				(1 of 17) 2.1.1.125 - Histone-arginine N-methyltransferase / Protein-arginine N-methyltransferase
PAC:26775148	G. raimondii	Gorai.004G277300	Gorai.004G277300.1	Gorai.004G277300.1	PF00125	PF00125 - Core histone H2A/H2B/H3/H4	PTHR11426	PTHR11426 - HISTONE H3	KOG1745	KOG1745 - Histones H3 and H4			K11253	K11253 - histone H3	GO:0003677; GO:0046982; GO:0000786	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 16) K11253 - histone H3 (H3)
